"","Location2","Temperature","Incubator","Well","Hatching","last_check_hatch","L3_ocurrence","last_check_L3","Hatching_L3_BINO","Dead_before_L3","last_check_Mortality","abnormal_cells","Final_day","censored"
"1867","Sheep_River_Dawson","33",2,"c6",3,2,6,5,"NO",NA,NA,"NO",135,"NO"
"1868","Sheep_River_Dawson","33",2,"c8",3,2,8,7,"NO",NA,NA,"NO",135,"NO"
"1869","Sheep_River_Dawson","33",2,"d3",5,4,8,7,"NO",NA,NA,"NO",135,"NO"
"1870","Sheep_River_Dawson","33",2,"d5",4,3,7,6,"NO",NA,NA,"NO",135,"NO"
"1871","Sheep_River_Dawson","33",2,"d7",3,2,9,8,"NO",NA,NA,"NO",135,"NO"
"1872","Sheep_River_Dawson","33",2,"d9",4,3,8,7,"NO",NA,NA,"NO",135,"NO"
"1873","Sheep_River_Dawson","33",2,"e10",NA,NA,NA,NA,NA,6,5,NA,135,"NO"
"1874","Sheep_River_Dawson","33",2,"e4",4,3,8,7,"NO",NA,NA,"NO",135,"NO"
"1875","Sheep_River_Dawson","33",2,"e6",4,3,8,7,"NO",NA,NA,"NO",135,"NO"
"1876","Sheep_River_Dawson","33",2,"e8",6,5,NA,NA,NA,11,10,NA,135,"NO"
"1877","Sheep_River_Dawson","33",2,"f3",NA,NA,18,16,"YES",NA,NA,"NO",135,"NO"
"1878","Sheep_River_Dawson","33",2,"f5",3,2,6,5,"NO",NA,NA,"NO",135,"NO"
"1879","Sheep_River_Dawson","33",2,"f7",NA,NA,NA,NA,NA,28,26,NA,135,"NO"
"1880","Sheep_River_Dawson","33",2,"f9",NA,NA,NA,NA,NA,28,26,NA,135,"NO"
"1881","Sheep_River_Dawson","35",1,"b3",7,6,10,9,"NO",NA,NA,"NO",135,"NO"
"1882","Sheep_River_Dawson","35",1,"b5",NA,NA,NA,NA,NA,5,4,NA,135,"NO"
"1883","Sheep_River_Dawson","35",1,"b7",4,3,6,5,"NO",NA,NA,"NO",135,"NO"
"1884","Sheep_River_Dawson","35",1,"b9",5,4,NA,NA,NA,9,8,NA,135,"NO"
"1885","Sheep_River_Dawson","35",1,"c10",NA,NA,NA,NA,NA,4,3,NA,135,"NO"
"1886","Sheep_River_Dawson","35",1,"c4",3,2,NA,NA,NA,6,5,NA,135,"NO"
"1887","Sheep_River_Dawson","35",1,"c6",NA,NA,NA,NA,NA,5,4,NA,135,"NO"
"1888","Sheep_River_Dawson","35",1,"c8",3,2,NA,NA,NA,9,8,NA,135,"NO"
"1889","Sheep_River_Dawson","35",1,"d3",4,3,7,6,"NO",NA,NA,"NO",135,"NO"
"1890","Sheep_River_Dawson","35",1,"d5",5,4,NA,NA,NA,9,8,NA,135,"NO"
"1891","Sheep_River_Dawson","35",1,"d7",NA,NA,NA,NA,NA,10,9,NA,135,"NO"
"1892","Sheep_River_Dawson","35",1,"d9",4,3,7,6,"NO",NA,NA,"NO",135,"NO"
"1893","Sheep_River_Dawson","35",1,"e10",NA,NA,NA,NA,NA,3,2,NA,135,"NO"
"1894","Sheep_River_Dawson","35",1,"e4",4,3,NA,NA,NA,5,4,NA,135,"NO"
"1895","Sheep_River_Dawson","35",1,"e6",3,2,5,4,"NO",NA,NA,"NO",135,"NO"
"1896","Sheep_River_Dawson","35",1,"e8",4,3,8,7,"NO",NA,NA,"NO",135,"NO"
"1897","Sheep_River_Dawson","35",1,"f3",5,4,NA,NA,NA,9,8,NA,135,"NO"
"1898","Sheep_River_Dawson","35",1,"f5",5,4,8,7,"NO",NA,NA,"NO",135,"NO"
"1899","Sheep_River_Dawson","35",1,"f7",5,4,7,6,"NO",NA,NA,"NO",135,"NO"
"1900","Sheep_River_Dawson","35",1,"f9",3,2,NA,NA,NA,9,8,NA,135,"NO"
"1901","Sheep_River_Dawson","35",2,"b3",7,6,10,9,"NO",NA,NA,"NO",135,"NO"
"1902","Sheep_River_Dawson","35",2,"b5",6,5,9,8,"NO",NA,NA,"NO",135,"NO"
"1903","Sheep_River_Dawson","35",2,"b7",7,6,10,9,"NO",NA,NA,"NO",135,"NO"
"1904","Sheep_River_Dawson","35",2,"b9",NA,NA,NA,NA,NA,10,9,NA,135,"NO"
"1905","Sheep_River_Dawson","35",2,"c10",9,8,11,10,"NO",NA,NA,"NO",135,"NO"
"1906","Sheep_River_Dawson","35",2,"c4",NA,NA,NA,NA,NA,11,10,NA,135,"NO"
"1907","Sheep_River_Dawson","35",2,"c6",7,6,10,9,"NO",NA,NA,"NO",135,"NO"
"1908","Sheep_River_Dawson","35",2,"c8",7,6,9,8,"NO",NA,NA,"NO",135,"NO"
"1909","Sheep_River_Dawson","35",2,"d3",8,7,11,10,"NO",NA,NA,"NO",135,"NO"
"1910","Sheep_River_Dawson","35",2,"d5",3,2,NA,NA,NA,8,7,NA,135,"NO"
"1911","Sheep_River_Dawson","35",2,"d7",8,7,NA,NA,NA,14,13,NA,135,"NO"
"1912","Sheep_River_Dawson","35",2,"d9",NA,NA,11,10,"YES",NA,NA,"YES",135,"NO"
"1913","Sheep_River_Dawson","35",2,"e10",NA,NA,NA,NA,NA,2,1,NA,135,"NO"
"1914","Sheep_River_Dawson","35",2,"e4",4,3,NA,NA,NA,10,9,NA,135,"NO"
"1915","Sheep_River_Dawson","35",2,"e6",3,2,NA,NA,NA,9,8,NA,135,"NO"
"1916","Sheep_River_Dawson","35",2,"e8",3,2,5,4,"NO",NA,NA,"NO",135,"NO"
"1917","Sheep_River_Dawson","35",2,"f3",3,2,5,4,"NO",NA,NA,"NO",135,"NO"
"1918","Sheep_River_Dawson","35",2,"f3",3,2,5,4,"NO",NA,NA,"NO",135,"NO"
"1919","Sheep_River_Dawson","35",2,"f5",4,3,NA,NA,NA,11,10,NA,135,"NO"
"1920","Sheep_River_Dawson","35",2,"f7",4,3,NA,NA,NA,8,7,NA,135,"NO"
"1921","Sheep_River_Dawson","35",2,"f9",3,2,7,6,"NO",NA,NA,"NO",135,"NO"
"1922","Sheep_River_Dawson","38",1,"b3",NA,NA,NA,NA,NA,4,3,NA,135,"NO"
"1923","Sheep_River_Dawson","38",1,"b5",NA,NA,NA,NA,NA,4,3,NA,135,"NO"
"1924","Sheep_River_Dawson","38",1,"b7",NA,NA,NA,NA,NA,4,3,NA,135,"NO"
"1925","Sheep_River_Dawson","38",1,"b9",NA,NA,NA,NA,NA,4,3,NA,135,"NO"
"1926","Sheep_River_Dawson","38",1,"c10",NA,NA,NA,NA,NA,4,3,NA,135,"NO"
"1927","Sheep_River_Dawson","38",1,"c4",NA,NA,NA,NA,NA,4,3,NA,135,"NO"
"1928","Sheep_River_Dawson","38",1,"c6",NA,NA,NA,NA,NA,4,3,NA,135,"NO"
"1929","Sheep_River_Dawson","38",1,"c8",NA,NA,NA,NA,NA,4,3,NA,135,"NO"
"1930","Sheep_River_Dawson","38",1,"d3",NA,NA,NA,NA,NA,2,1,NA,135,"NO"
"1931","Sheep_River_Dawson","38",1,"d5",NA,NA,NA,NA,NA,5,4,NA,135,"NO"
"1932","Sheep_River_Dawson","38",1,"d7",NA,NA,NA,NA,NA,4,3,NA,135,"NO"
"1933","Sheep_River_Dawson","38",1,"d9",NA,NA,NA,NA,NA,4,3,NA,135,"NO"
"1934","Sheep_River_Dawson","38",1,"e10",NA,NA,NA,NA,NA,4,3,NA,135,"NO"
"1935","Sheep_River_Dawson","38",1,"e4",NA,NA,NA,NA,NA,4,3,NA,135,"NO"
"1936","Sheep_River_Dawson","38",1,"e6",NA,NA,NA,NA,NA,4,3,NA,135,"NO"
"1937","Sheep_River_Dawson","38",1,"e8",NA,NA,NA,NA,NA,4,3,NA,135,"NO"
"1938","Sheep_River_Dawson","38",1,"f3",NA,NA,NA,NA,NA,4,3,NA,135,"NO"
"1939","Sheep_River_Dawson","38",1,"f5",NA,NA,NA,NA,NA,4,3,NA,135,"NO"
"1940","Sheep_River_Dawson","38",1,"f7",NA,NA,NA,NA,NA,4,3,NA,135,"NO"
"1941","Sheep_River_Dawson","38",1,"f9",NA,NA,NA,NA,NA,4,3,NA,135,"NO"
"1942","Sheep_River_Dawson","38",2,"b3",NA,NA,NA,NA,NA,4,3,NA,135,"NO"
"1943","Sheep_River_Dawson","38",2,"b5",NA,NA,NA,NA,NA,4,3,NA,135,"NO"
"1944","Sheep_River_Dawson","38",2,"b7",NA,NA,NA,NA,NA,4,3,NA,135,"NO"
"1945","Sheep_River_Dawson","38",2,"b9",NA,NA,NA,NA,NA,4,3,NA,135,"NO"
"1946","Sheep_River_Dawson","38",2,"c10",NA,NA,NA,NA,NA,4,3,NA,135,"NO"
"1947","Sheep_River_Dawson","38",2,"c4",NA,NA,NA,NA,NA,5,4,NA,135,"NO"
"1948","Sheep_River_Dawson","38",2,"c6",NA,NA,NA,NA,NA,4,3,NA,135,"NO"
"1949","Sheep_River_Dawson","38",2,"c8",NA,NA,NA,NA,NA,4,3,NA,135,"NO"
"1950","Sheep_River_Dawson","38",2,"d3",NA,NA,NA,NA,NA,4,3,NA,135,"NO"
"1951","Sheep_River_Dawson","38",2,"d5",NA,NA,NA,NA,NA,4,3,NA,135,"NO"
"1952","Sheep_River_Dawson","38",2,"d7",NA,NA,NA,NA,NA,4,3,NA,135,"NO"
"1953","Sheep_River_Dawson","38",2,"d9",NA,NA,NA,NA,NA,4,3,NA,135,"NO"
"1954","Sheep_River_Dawson","38",2,"e10",NA,NA,NA,NA,NA,4,3,NA,135,"NO"
"1955","Sheep_River_Dawson","38",2,"e4",NA,NA,NA,NA,NA,4,3,NA,135,"NO"
"1956","Sheep_River_Dawson","38",2,"e6",NA,NA,NA,NA,NA,4,3,NA,135,"NO"
"1957","Sheep_River_Dawson","38",2,"e8",NA,NA,NA,NA,NA,4,3,NA,135,"NO"
"1958","Sheep_River_Dawson","38",2,"f3",NA,NA,NA,NA,NA,4,3,NA,135,"NO"
"1959","Sheep_River_Dawson","38",2,"f5",NA,NA,NA,NA,NA,4,3,NA,135,"NO"
"1960","Sheep_River_Dawson","38",2,"f7",NA,NA,NA,NA,NA,4,3,NA,135,"NO"
"1961","Sheep_River_Dawson","38",2,"f9",NA,NA,NA,NA,NA,4,3,NA,135,"NO"
"1962","Sheep_River_Dawson","5",1,"b3",NA,NA,NA,NA,NA,22,20,NA,166,"NO"
"1963","Sheep_River_Dawson","5",1,"b5",92,90,NA,NA,NA,122,120,NA,166,"NO"
"1964","Sheep_River_Dawson","5",1,"b7",NA,NA,NA,NA,NA,26,24,NA,166,"NO"
"1965","Sheep_River_Dawson","5",1,"b9",60,58,112,110,"NO",NA,NA,"NO",166,"NO"
"1966","Sheep_River_Dawson","5",1,"c10",50,48,114,112,"NO",NA,NA,"NO",166,"NO"
"1967","Sheep_River_Dawson","5",1,"c4",64,62,NA,NA,NA,NA,NA,NA,166,"YES"
"1968","Sheep_River_Dawson","5",1,"c6",56,54,126,122,"NO",NA,NA,"NO",166,"NO"
"1969","Sheep_River_Dawson","5",1,"c8",120,118,NA,NA,NA,NA,NA,NA,166,"YES"
"1970","Sheep_River_Dawson","5",1,"d3",56,54,120,118,"NO",NA,NA,"NO",166,"NO"
"1971","Sheep_River_Dawson","5",1,"d5",NA,NA,NA,NA,NA,NA,NA,NA,166,"YES"
"1972","Sheep_River_Dawson","5",1,"d7",66,64,NA,NA,NA,NA,NA,NA,166,"YES"
"1973","Sheep_River_Dawson","5",1,"d9",92,90,NA,NA,NA,120,118,NA,166,"NO"
"1974","Sheep_River_Dawson","5",1,"e10",58,56,128,126,"NO",NA,NA,"NO",166,"NO"
"1975","Sheep_River_Dawson","5",1,"e4",70,68,126,124,"NO",NA,NA,"NO",166,"NO"
"1976","Sheep_River_Dawson","5",1,"e6",68,66,135,130,"NO",NA,NA,"NO",166,"NO"
"1977","Sheep_River_Dawson","5",1,"e8",NA,NA,NA,NA,NA,28,26,NA,166,"NO"
"1978","Sheep_River_Dawson","5",1,"f3",126,124,NA,NA,NA,NA,NA,NA,166,"YES"
"1979","Sheep_River_Dawson","5",1,"f5",62,60,116,114,"NO",NA,NA,"NO",166,"NO"
"1980","Sheep_River_Dawson","5",1,"f7",118,116,135,130,"NO",NA,NA,"NO",166,"NO"
"1981","Sheep_River_Dawson","5",1,"f9",126,122,NA,NA,NA,NA,NA,NA,166,"YES"
"1982","Sheep_River_Dawson","5",2,"b3",62,60,128,126,"NO",NA,NA,"NO",166,"NO"
"1983","Sheep_River_Dawson","5",2,"b5",88,86,NA,NA,NA,NA,NA,NA,166,"YES"
"1984","Sheep_River_Dawson","5",2,"b7",70,68,130,128,"NO",NA,NA,"NO",166,"NO"
"1985","Sheep_River_Dawson","5",2,"b9",122,120,NA,NA,NA,NA,NA,NA,166,"YES"
"1986","Sheep_River_Dawson","5",2,"c10",66,64,128,126,"NO",NA,NA,"NO",166,"NO"
"1987","Sheep_River_Dawson","5",2,"c4",46,44,120,118,"NO",NA,NA,"NO",166,"NO"
"1988","Sheep_River_Dawson","5",2,"c6",94,92,NA,NA,NA,120,118,NA,166,"NO"
"1989","Sheep_River_Dawson","5",2,"c8",NA,NA,NA,NA,NA,22,20,NA,166,"NO"
"1990","Sheep_River_Dawson","5",2,"d3",62,60,135,130,"NO",NA,NA,"NO",166,"NO"
"1991","Sheep_River_Dawson","5",2,"d5",NA,NA,NA,NA,NA,NA,NA,NA,166,"YES"
"1992","Sheep_River_Dawson","5",2,"d7",74,72,135,130,"NO",NA,NA,"NO",166,"NO"
"1993","Sheep_River_Dawson","5",2,"d9",NA,NA,NA,NA,NA,26,24,NA,166,"NO"
"1994","Sheep_River_Dawson","5",2,"e10",88,86,NA,NA,NA,NA,NA,NA,166,"YES"
"1995","Sheep_River_Dawson","5",2,"e4",NA,NA,NA,NA,NA,56,54,NA,166,"NO"
"1996","Sheep_River_Dawson","5",2,"e6",102,99,NA,NA,NA,NA,NA,NA,166,"YES"
"1997","Sheep_River_Dawson","5",2,"e8",102,99,130,128,"NO",NA,NA,"NO",166,"NO"
"1998","Sheep_River_Dawson","5",2,"f3",114,112,166,135,"NO",NA,NA,"NO",166,"NO"
"1999","Sheep_River_Dawson","5",2,"f5",102,99,NA,NA,NA,NA,NA,NA,166,"YES"
"2000","Sheep_River_Dawson","5",2,"f7",NA,NA,NA,NA,NA,26,24,NA,166,"NO"
"2001","Sheep_River_Dawson","5",2,"f9",86,84,166,135,"NO",NA,NA,"NO",166,"NO"
"2002","Sheep_River_Dawson","7",1,"b3",30,28,48,46,"NO",NA,NA,"NO",166,"NO"
"2003","Sheep_River_Dawson","7",1,"b5",18,16,48,46,"NO",NA,NA,"NO",166,"NO"
"2004","Sheep_River_Dawson","7",1,"b7",38,36,68,66,"NO",NA,NA,"NO",166,"NO"
"2005","Sheep_River_Dawson","7",1,"b9",20,18,52,50,"NO",NA,NA,"NO",166,"NO"
"2006","Sheep_River_Dawson","7",1,"c10",96,94,126,122,"NO",NA,NA,"NO",166,"NO"
"2007","Sheep_River_Dawson","7",1,"c4",80,78,166,135,"NO",NA,NA,"NO",166,"NO"
"2008","Sheep_River_Dawson","7",1,"c6",22,20,56,54,"NO",NA,NA,"NO",166,"NO"
"2009","Sheep_River_Dawson","7",1,"c8",32,30,64,62,"NO",NA,NA,"NO",166,"NO"
"2010","Sheep_River_Dawson","7",1,"d3",50,48,84,82,"NO",NA,NA,"NO",166,"NO"
"2011","Sheep_River_Dawson","7",1,"d5",20,18,74,72,"NO",NA,NA,"NO",166,"NO"
"2012","Sheep_River_Dawson","7",1,"d7",NA,NA,NA,NA,NA,22,20,NA,166,"NO"
"2013","Sheep_River_Dawson","7",1,"d9",20,18,46,44,"NO",NA,NA,"NO",166,"NO"
"2014","Sheep_River_Dawson","7",1,"e10",38,36,58,56,"NO",NA,NA,"NO",166,"NO"
"2015","Sheep_River_Dawson","7",1,"e4",58,56,104,102,"NO",NA,NA,"NO",166,"NO"
"2016","Sheep_River_Dawson","7",1,"e6",26,24,56,54,"NO",NA,NA,"NO",166,"NO"
"2017","Sheep_River_Dawson","7",1,"e8",26,24,80,78,"NO",NA,NA,"YES",166,"NO"
"2018","Sheep_River_Dawson","7",1,"f3",116,114,166,135,"NO",NA,NA,"NO",166,"NO"
"2019","Sheep_River_Dawson","7",1,"f5",24,22,60,58,"NO",NA,NA,"NO",166,"NO"
"2020","Sheep_River_Dawson","7",1,"f7",30,28,56,54,"NO",NA,NA,"NO",166,"NO"
"2021","Sheep_River_Dawson","7",1,"f9",124,122,NA,NA,NA,NA,NA,NA,166,"YES"
"2022","Sheep_River_Dawson","7",2,"b3",38,36,74,72,"NO",NA,NA,"NO",166,"NO"
"2023","Sheep_River_Dawson","7",2,"b5",44,41,78,76,"NO",NA,NA,"NO",166,"NO"
"2024","Sheep_River_Dawson","7",2,"b7",40,38,76,74,"NO",NA,NA,"NO",166,"NO"
"2025","Sheep_River_Dawson","7",2,"b9",36,34,74,72,"NO",NA,NA,"NO",166,"NO"
"2026","Sheep_River_Dawson","7",2,"c10",32,30,82,80,"NO",NA,NA,"NO",166,"NO"
"2027","Sheep_River_Dawson","7",2,"c4",NA,NA,NA,NA,NA,20,18,NA,166,"NO"
"2028","Sheep_River_Dawson","7",2,"c6",26,24,58,56,"NO",NA,NA,"NO",166,"NO"
"2029","Sheep_River_Dawson","7",2,"c8",20,18,41,40,"NO",NA,NA,"NO",166,"NO"
"2030","Sheep_River_Dawson","7",2,"d3",18,16,64,62,"NO",NA,NA,"NO",166,"NO"
"2031","Sheep_River_Dawson","7",2,"d5",30,28,56,54,"NO",NA,NA,"NO",166,"NO"
"2032","Sheep_River_Dawson","7",2,"d7",108,106,128,126,"NO",NA,NA,"NO",166,"NO"
"2033","Sheep_River_Dawson","7",2,"d9",26,24,60,58,"NO",NA,NA,"NO",166,"NO"
"2034","Sheep_River_Dawson","7",2,"e10",20,18,60,58,"NO",NA,NA,"NO",166,"NO"
"2035","Sheep_River_Dawson","7",2,"e4",28,26,58,56,"NO",NA,NA,"NO",166,"NO"
"2036","Sheep_River_Dawson","7",2,"e6",32,30,74,72,"NO",NA,NA,"NO",166,"NO"
"2037","Sheep_River_Dawson","7",2,"e8",24,22,56,54,"NO",NA,NA,"NO",166,"NO"
"2038","Sheep_River_Dawson","7",2,"f3",74,72,104,102,"NO",NA,NA,"NO",166,"NO"
"2039","Sheep_River_Dawson","7",2,"f5",NA,NA,NA,NA,NA,26,24,NA,166,"NO"
"2040","Sheep_River_Dawson","7",2,"f7",124,122,NA,NA,NA,NA,NA,NA,166,"YES"
"2041","Sheep_River_Dawson","7",2,"f9",78,76,118,116,"NO",NA,NA,"NO",166,"NO"
"2082","Sheep_River_ShM","10",1,"b3",11,10,31,29,"NO",NA,NA,"NO",160,"NO"
"2083","Sheep_River_ShM","10",1,"b5",17,15,31,29,"NO",NA,NA,"NO",160,"NO"
"2084","Sheep_River_ShM","10",1,"b7",11,10,31,29,"NO",NA,NA,"NO",160,"NO"
"2085","Sheep_River_ShM","10",1,"b9",11,10,29,27,"NO",NA,NA,"NO",160,"NO"
"2086","Sheep_River_ShM","10",1,"c10",12,11,27,25,"NO",NA,NA,"NO",160,"NO"
"2087","Sheep_River_ShM","10",1,"c4",13,12,33,31,"NO",NA,NA,"NO",160,"NO"
"2088","Sheep_River_ShM","10",1,"c6",NA,NA,NA,NA,NA,27,25,NA,160,"NO"
"2089","Sheep_River_ShM","10",1,"c8",17,15,33,31,"NO",NA,NA,"NO",160,"NO"
"2090","Sheep_River_ShM","10",1,"d3",11,10,31,29,"NO",NA,NA,"NO",160,"NO"
"2091","Sheep_River_ShM","10",1,"d5",12,11,31,29,"NO",NA,NA,"NO",160,"NO"
"2092","Sheep_River_ShM","10",1,"d7",11,10,27,25,"NO",NA,NA,"NO",160,"NO"
"2093","Sheep_River_ShM","10",1,"d9",12,11,27,25,"NO",NA,NA,"NO",160,"NO"
"2094","Sheep_River_ShM","10",1,"e10",12,11,31,29,"NO",NA,NA,"NO",160,"NO"
"2095","Sheep_River_ShM","10",1,"e4",10,9,31,29,"NO",NA,NA,"NO",160,"NO"
"2096","Sheep_River_ShM","10",1,"e6",12,11,29,27,"NO",NA,NA,"NO",160,"NO"
"2097","Sheep_River_ShM","10",1,"e8",13,12,31,29,"NO",NA,NA,"NO",160,"NO"
"2098","Sheep_River_ShM","10",1,"f3",15,13,33,31,"NO",NA,NA,"NO",160,"NO"
"2099","Sheep_River_ShM","10",1,"f5",11,10,33,31,"NO",NA,NA,"NO",160,"NO"
"2100","Sheep_River_ShM","10",1,"f7",12,11,31,29,"NO",NA,NA,"NO",160,"NO"
"2101","Sheep_River_ShM","10",1,"f9",10,9,31,29,"NO",NA,NA,"NO",160,"NO"
"2102","Sheep_River_ShM","10",2,"b3",11,10,29,27,"NO",NA,NA,"NO",160,"NO"
"2103","Sheep_River_ShM","10",2,"b5",11,10,29,27,"NO",NA,NA,"NO",160,"NO"
"2104","Sheep_River_ShM","10",2,"b7",12,11,29,27,"NO",NA,NA,"NO",160,"NO"
"2105","Sheep_River_ShM","10",2,"b9",11,10,31,29,"NO",NA,NA,"NO",160,"NO"
"2106","Sheep_River_ShM","10",2,"c10",25,23,51,49,"NO",NA,NA,"NO",160,"NO"
"2107","Sheep_River_ShM","10",2,"c4",15,13,33,31,"NO",NA,NA,"NO",160,"NO"
"2108","Sheep_River_ShM","10",2,"c6",11,10,27,25,"NO",NA,NA,"NO",160,"NO"
"2109","Sheep_River_ShM","10",2,"c8",11,10,29,27,"NO",NA,NA,"NO",160,"NO"
"2110","Sheep_River_ShM","10",2,"d3",15,13,37,35,"NO",NA,NA,"NO",160,"NO"
"2111","Sheep_River_ShM","10",2,"d5",12,11,29,27,"NO",NA,NA,"NO",160,"NO"
"2112","Sheep_River_ShM","10",2,"d7",12,11,27,25,"NO",NA,NA,"NO",160,"NO"
"2113","Sheep_River_ShM","10",2,"d9",12,11,29,27,"NO",NA,NA,"NO",160,"NO"
"2114","Sheep_River_ShM","10",2,"e10",11,10,27,25,"NO",NA,NA,"NO",160,"NO"
"2115","Sheep_River_ShM","10",2,"e4",12,11,29,27,"NO",NA,NA,"NO",160,"NO"
"2116","Sheep_River_ShM","10",2,"e6",10,9,27,25,"NO",NA,NA,"NO",160,"NO"
"2117","Sheep_River_ShM","10",2,"e8",15,13,31,29,"NO",NA,NA,"NO",160,"NO"
"2118","Sheep_River_ShM","10",2,"f3",23,21,45,43,"NO",NA,NA,"NO",160,"NO"
"2119","Sheep_River_ShM","10",2,"f5",12,11,27,25,"NO",NA,NA,"NO",160,"NO"
"2120","Sheep_River_ShM","10",2,"f7",12,11,27,25,"NO",NA,NA,"NO",160,"NO"
"2121","Sheep_River_ShM","10",2,"f9",11,10,27,25,"NO",NA,NA,"NO",160,"NO"
"2122","Sheep_River_ShM","15",1,"b3",5,4,15,13,"NO",NA,NA,"NO",160,"NO"
"2123","Sheep_River_ShM","15",1,"b5",5,4,15,13,"NO",NA,NA,"NO",160,"NO"
"2124","Sheep_River_ShM","15",1,"b7",5,4,13,12,"NO",NA,NA,"NO",160,"NO"
"2125","Sheep_River_ShM","15",1,"b9",6,5,17,15,"NO",NA,NA,"NO",160,"NO"
"2126","Sheep_River_ShM","15",1,"c10",6,5,17,15,"NO",NA,NA,"NO",160,"NO"
"2127","Sheep_River_ShM","15",1,"c4",6,5,15,13,"NO",NA,NA,"NO",160,"NO"
"2128","Sheep_River_ShM","15",1,"c6",6,5,17,15,"NO",NA,NA,"NO",160,"NO"
"2129","Sheep_River_ShM","15",1,"c8",7,6,17,15,"NO",NA,NA,"NO",160,"NO"
"2130","Sheep_River_ShM","15",1,"d3",6,5,NA,NA,NA,23,21,NA,160,"NO"
"2131","Sheep_River_ShM","15",1,"d5",6,5,15,13,"NO",NA,NA,"NO",160,"NO"
"2132","Sheep_River_ShM","15",1,"d7",4,3,15,13,"NO",NA,NA,"NO",160,"NO"
"2133","Sheep_River_ShM","15",1,"d9",5,4,17,15,"NO",NA,NA,"NO",160,"NO"
"2134","Sheep_River_ShM","15",1,"e10",5,4,17,15,"NO",NA,NA,"NO",160,"NO"
"2135","Sheep_River_ShM","15",1,"e4",6,5,17,15,"NO",NA,NA,"NO",160,"NO"
"2136","Sheep_River_ShM","15",1,"e6",33,31,37,35,"NO",NA,NA,"NO",160,"NO"
"2137","Sheep_River_ShM","15",1,"e8",5,4,15,13,"NO",NA,NA,"NO",160,"NO"
"2138","Sheep_River_ShM","15",1,"f3",5,4,15,13,"NO",NA,NA,"NO",160,"NO"
"2139","Sheep_River_ShM","15",1,"f5",6,5,17,15,"NO",NA,NA,"NO",160,"NO"
"2140","Sheep_River_ShM","15",1,"f7",6,5,17,15,"NO",NA,NA,"YES",160,"NO"
"2141","Sheep_River_ShM","15",1,"f9",6,5,17,15,"NO",NA,NA,"NO",160,"NO"
"2142","Sheep_River_ShM","15",2,"b3",6,5,17,15,"NO",NA,NA,"NO",160,"NO"
"2143","Sheep_River_ShM","15",2,"b5",6,5,17,15,"NO",NA,NA,"NO",160,"NO"
"2144","Sheep_River_ShM","15",2,"b7",6,5,17,15,"NO",NA,NA,"NO",160,"NO"
"2145","Sheep_River_ShM","15",2,"b9",6,5,15,13,"NO",NA,NA,"NO",160,"NO"
"2146","Sheep_River_ShM","15",2,"c10",6,5,15,13,"NO",NA,NA,"NO",160,"NO"
"2147","Sheep_River_ShM","15",2,"c4",NA,NA,NA,NA,NA,13,12,NA,160,"NO"
"2148","Sheep_River_ShM","15",2,"c6",NA,NA,NA,NA,NA,8,7,NA,160,"NO"
"2149","Sheep_River_ShM","15",2,"c8",5,4,15,13,"NO",NA,NA,"NO",160,"NO"
"2150","Sheep_River_ShM","15",2,"d3",6,5,17,15,"NO",NA,NA,"NO",160,"NO"
"2151","Sheep_River_ShM","15",2,"d5",6,5,15,13,"NO",NA,NA,"NO",160,"NO"
"2152","Sheep_River_ShM","15",2,"d7",5,4,17,15,"NO",NA,NA,"NO",160,"NO"
"2153","Sheep_River_ShM","15",2,"d9",5,4,17,15,"NO",NA,NA,"NO",160,"NO"
"2154","Sheep_River_ShM","15",2,"e10",5,4,15,13,"NO",NA,NA,"NO",160,"NO"
"2155","Sheep_River_ShM","15",2,"e4",6,5,17,15,"NO",NA,NA,"NO",160,"NO"
"2156","Sheep_River_ShM","15",2,"e6",NA,NA,NA,NA,NA,8,7,NA,160,"NO"
"2157","Sheep_River_ShM","15",2,"e8",5,4,15,13,"NO",NA,NA,"NO",160,"NO"
"2158","Sheep_River_ShM","15",2,"f3",6,5,17,15,"NO",NA,NA,"NO",160,"NO"
"2159","Sheep_River_ShM","15",2,"f5",5,4,15,13,"NO",NA,NA,"NO",160,"NO"
"2160","Sheep_River_ShM","15",2,"f7",6,5,19,17,"NO",NA,NA,"NO",160,"NO"
"2161","Sheep_River_ShM","15",2,"f9",NA,NA,NA,NA,NA,13,12,NA,160,"NO"
"2162","Sheep_River_ShM","20",1,"b3",4,3,NA,NA,NA,NA,NA,NA,160,"YES"
"2163","Sheep_River_ShM","20",1,"b5",4,3,10,9,"NO",NA,NA,"NO",160,"NO"
"2164","Sheep_River_ShM","20",1,"b7",4,3,11,10,"NO",NA,NA,"NO",160,"NO"
"2165","Sheep_River_ShM","20",1,"b9",7,6,23,21,"NO",NA,NA,"NO",160,"NO"
"2166","Sheep_River_ShM","20",1,"c10",5,4,11,10,"NO",NA,NA,"NO",160,"NO"
"2167","Sheep_River_ShM","20",1,"c4",NA,NA,NA,NA,NA,7,6,NA,160,"NO"
"2168","Sheep_River_ShM","20",1,"c6",5,4,12,11,"NO",NA,NA,"NO",160,"NO"
"2169","Sheep_River_ShM","20",1,"c8",4,3,11,10,"NO",NA,NA,"NO",160,"NO"
"2170","Sheep_River_ShM","20",1,"d3",5,4,11,10,"NO",NA,NA,"NO",160,"NO"
