"","Location2","Temperature","Incubator","Well","Hatching","last_check_hatch","L3_ocurrence","last_check_L3","Hatching_L3_BINO","Dead_before_L3","last_check_Mortality","abnormal_cells","Final_day","censored"
"1605","Sheep_River_Colorado","7",1,"c3",46,44,91,87,"NO",NA,NA,"NO",218,"NO"
"1606","Sheep_River_Colorado","7",1,"c5",69,66,87,79,"NO",NA,NA,"NO",218,"NO"
"1607","Sheep_River_Colorado","7",1,"c7",91,87,107,103,"NO",NA,NA,"NO",218,"NO"
"1608","Sheep_River_Colorado","7",1,"c9",48,46,79,74,"NO",NA,NA,"NO",218,"NO"
"1609","Sheep_River_Colorado","7",1,"d10",44,42,79,74,"NO",NA,NA,"NO",218,"NO"
"1610","Sheep_River_Colorado","7",1,"d4",20,18,60,56,"NO",NA,NA,"NO",218,"NO"
"1611","Sheep_River_Colorado","7",1,"d6",87,79,107,103,"NO",NA,NA,"NO",218,"NO"
"1612","Sheep_River_Colorado","7",1,"d8",22,20,54,52,"NO",NA,NA,"NO",218,"NO"
"1613","Sheep_River_Colorado","7",1,"e3",32,30,NA,NA,NA,87,79,NA,218,"NO"
"1614","Sheep_River_Colorado","7",1,"e5",28,26,69,66,"NO",NA,NA,"NO",218,"NO"
"1615","Sheep_River_Colorado","7",1,"e7",107,103,NA,NA,NA,NA,NA,NA,218,"YES"
"1616","Sheep_River_Colorado","7",1,"e9",20,18,64,60,"NO",NA,NA,"NO",218,"NO"
"1617","Sheep_River_Colorado","7",1,"f10",NA,NA,NA,NA,NA,87,79,NA,218,"NO"
"1618","Sheep_River_Colorado","7",1,"f4",24,22,52,50,"NO",NA,NA,"NO",218,"NO"
"1619","Sheep_River_Colorado","7",1,"f6",54,52,95,91,"NO",NA,NA,"NO",218,"NO"
"1620","Sheep_River_Colorado","7",1,"f8",54,52,79,74,"NO",NA,NA,"NO",218,"NO"
"1621","Sheep_River_Colorado","7",2,"b10",38,36,69,66,"NO",NA,NA,"NO",218,"NO"
"1622","Sheep_River_Colorado","7",2,"b4",44,42,74,71,"NO",NA,NA,"NO",218,"NO"
"1623","Sheep_River_Colorado","7",2,"b6",32,30,69,66,"NO",NA,NA,"NO",218,"NO"
"1624","Sheep_River_Colorado","7",2,"b8",48,46,91,87,"NO",NA,NA,"NO",218,"NO"
"1625","Sheep_River_Colorado","7",2,"c3",38,36,60,56,"NO",NA,NA,"NO",218,"NO"
"1626","Sheep_River_Colorado","7",2,"c5",91,87,107,103,"NO",NA,NA,"NO",218,"NO"
"1627","Sheep_River_Colorado","7",2,"c7",36,34,64,60,"NO",NA,NA,"NO",218,"NO"
"1628","Sheep_River_Colorado","7",2,"c9",20,18,71,69,"NO",NA,NA,"NO",218,"NO"
"1629","Sheep_River_Colorado","7",2,"d10",26,24,64,60,"NO",NA,NA,"NO",218,"NO"
"1630","Sheep_River_Colorado","7",2,"d4",64,60,87,79,"NO",NA,NA,"NO",218,"NO"
"1631","Sheep_River_Colorado","7",2,"d6",38,36,74,71,"NO",NA,NA,"NO",218,"NO"
"1632","Sheep_River_Colorado","7",2,"d8",NA,NA,NA,NA,NA,14,12,NA,218,"NO"
"1633","Sheep_River_Colorado","7",2,"e3",54,52,91,87,"NO",NA,NA,"NO",218,"NO"
"1634","Sheep_River_Colorado","7",2,"e5",87,79,107,103,"NO",NA,NA,"NO",218,"NO"
"1635","Sheep_River_Colorado","7",2,"e7",24,22,54,52,"NO",NA,NA,"NO",218,"NO"
"1636","Sheep_River_Colorado","7",2,"e9",71,69,NA,NA,NA,NA,NA,NA,218,"YES"
"1637","Sheep_River_Colorado","7",2,"f10",NA,NA,NA,NA,NA,14,12,NA,218,"NO"
"1638","Sheep_River_Colorado","7",2,"f4",91,87,NA,NA,NA,NA,NA,NA,218,"YES"
"1639","Sheep_River_Colorado","7",2,"f6",50,48,87,79,"NO",NA,NA,"NO",218,"NO"
"1640","Sheep_River_Colorado","7",2,"f8",79,74,NA,NA,NA,NA,NA,NA,218,"YES"
"1641","Sheep_River_Dawson","10",1,"b3",16,14,30,28,"NO",NA,NA,"NO",135,"NO"
"1642","Sheep_River_Dawson","10",1,"b5",13,12,28,26,"NO",NA,NA,"NO",135,"NO"
"1643","Sheep_River_Dawson","10",1,"b7",11,10,26,24,"NO",NA,NA,"NO",135,"NO"
"1644","Sheep_River_Dawson","10",1,"b9",11,10,28,26,"NO",NA,NA,"NO",135,"NO"
"1645","Sheep_River_Dawson","10",1,"c10",11,10,32,30,"NO",NA,NA,"NO",135,"NO"
"1646","Sheep_River_Dawson","10",1,"c4",12,11,30,28,"NO",NA,NA,"NO",135,"NO"
"1647","Sheep_River_Dawson","10",1,"c6",13,12,32,30,"NO",NA,NA,"NO",135,"NO"
"1648","Sheep_River_Dawson","10",1,"c8",11,10,28,26,"NO",NA,NA,"NO",135,"NO"
"1649","Sheep_River_Dawson","10",1,"d3",13,12,28,26,"NO",NA,NA,"NO",135,"NO"
"1650","Sheep_River_Dawson","10",1,"d5",11,10,28,26,"NO",NA,NA,"NO",135,"NO"
"1651","Sheep_River_Dawson","10",1,"d7",12,11,28,26,"NO",NA,NA,"NO",135,"NO"
"1652","Sheep_River_Dawson","10",1,"d9",13,12,30,28,"NO",NA,NA,"NO",135,"NO"
"1653","Sheep_River_Dawson","10",1,"e10",11,10,32,30,"NO",NA,NA,"NO",135,"NO"
"1654","Sheep_River_Dawson","10",1,"e4",20,18,38,36,"NO",NA,NA,"NO",135,"NO"
"1655","Sheep_River_Dawson","10",1,"e6",11,10,34,32,"NO",NA,NA,"NO",135,"NO"
"1656","Sheep_River_Dawson","10",1,"e8",11,10,28,26,"NO",NA,NA,"NO",135,"NO"
"1657","Sheep_River_Dawson","10",1,"f3",11,10,26,24,"NO",NA,NA,"NO",135,"NO"
"1658","Sheep_River_Dawson","10",1,"f5",NA,NA,NA,NA,NA,14,13,NA,135,"NO"
"1659","Sheep_River_Dawson","10",1,"f7",12,11,26,24,"NO",NA,NA,"NO",135,"NO"
"1660","Sheep_River_Dawson","10",1,"f9",13,12,28,26,"NO",NA,NA,"NO",135,"NO"
"1661","Sheep_River_Dawson","10",2,"b3",12,11,32,30,"NO",NA,NA,"NO",135,"NO"
"1662","Sheep_River_Dawson","10",2,"b5",11,10,30,28,"NO",NA,NA,"NO",135,"NO"
"1663","Sheep_River_Dawson","10",2,"b7",13,12,30,28,"NO",NA,NA,"NO",135,"NO"
"1664","Sheep_River_Dawson","10",2,"b9",13,12,32,30,"NO",NA,NA,"NO",135,"NO"
"1665","Sheep_River_Dawson","10",2,"c10",11,10,28,26,"NO",NA,NA,"NO",135,"NO"
"1666","Sheep_River_Dawson","10",2,"c4",14,13,32,30,"NO",NA,NA,"NO",135,"NO"
"1667","Sheep_River_Dawson","10",2,"c6",14,13,30,28,"NO",NA,NA,"NO",135,"NO"
"1668","Sheep_River_Dawson","10",2,"c8",12,11,26,24,"NO",NA,NA,"NO",135,"NO"
"1669","Sheep_River_Dawson","10",2,"d3",14,13,28,26,"NO",NA,NA,"NO",135,"NO"
"1670","Sheep_River_Dawson","10",2,"d5",NA,NA,NA,NA,NA,8,7,NA,135,"NO"
"1671","Sheep_River_Dawson","10",2,"d7",14,13,28,26,"NO",NA,NA,"NO",135,"NO"
"1672","Sheep_River_Dawson","10",2,"d9",14,13,26,24,"NO",NA,NA,"NO",135,"NO"
"1673","Sheep_River_Dawson","10",2,"e10",13,12,26,24,"NO",NA,NA,"NO",135,"NO"
"1674","Sheep_River_Dawson","10",2,"e4",13,12,32,30,"NO",NA,NA,"NO",135,"NO"
"1675","Sheep_River_Dawson","10",2,"e6",13,12,28,26,"NO",NA,NA,"NO",135,"NO"
"1676","Sheep_River_Dawson","10",2,"e8",12,11,26,24,"NO",NA,NA,"NO",135,"NO"
"1677","Sheep_River_Dawson","10",2,"f3",12,11,34,32,"NO",NA,NA,"NO",135,"NO"
"1678","Sheep_River_Dawson","10",2,"f5",11,10,30,28,"NO",NA,NA,"NO",135,"NO"
"1679","Sheep_River_Dawson","10",2,"f7",12,11,28,26,"NO",NA,NA,"NO",135,"NO"
"1680","Sheep_River_Dawson","10",2,"f9",11,10,26,24,"NO",NA,NA,"NO",135,"NO"
"1681","Sheep_River_Dawson","15",1,"b3",6,5,16,14,"NO",NA,NA,"NO",135,"NO"
"1682","Sheep_River_Dawson","15",1,"b5",7,6,16,14,"NO",NA,NA,"NO",135,"NO"
"1683","Sheep_River_Dawson","15",1,"b7",13,12,20,18,"NO",NA,NA,"NO",135,"NO"
"1684","Sheep_River_Dawson","15",1,"b9",7,6,16,14,"NO",NA,NA,"NO",135,"NO"
"1685","Sheep_River_Dawson","15",1,"c10",6,5,16,14,"NO",NA,NA,"NO",135,"NO"
"1686","Sheep_River_Dawson","15",1,"c4",5,4,16,14,"NO",NA,NA,"NO",135,"NO"
"1687","Sheep_River_Dawson","15",1,"c6",7,6,16,14,"NO",NA,NA,"NO",135,"NO"
"1688","Sheep_River_Dawson","15",1,"c8",5,4,18,16,"NO",NA,NA,"NO",135,"NO"
"1689","Sheep_River_Dawson","15",1,"d3",6,5,16,14,"NO",NA,NA,"NO",135,"NO"
"1690","Sheep_River_Dawson","15",1,"d5",7,6,18,16,"NO",NA,NA,"NO",135,"NO"
"1691","Sheep_River_Dawson","15",1,"d7",6,5,16,14,"NO",NA,NA,"NO",135,"NO"
"1692","Sheep_River_Dawson","15",1,"d9",7,6,16,14,"NO",NA,NA,"NO",135,"NO"
"1693","Sheep_River_Dawson","15",1,"e10",6,5,18,16,"NO",NA,NA,"NO",135,"NO"
"1694","Sheep_River_Dawson","15",1,"e4",7,6,18,16,"NO",NA,NA,"NO",135,"NO"
"1695","Sheep_River_Dawson","15",1,"e6",6,5,18,16,"NO",NA,NA,"NO",135,"NO"
"1696","Sheep_River_Dawson","15",1,"e8",5,4,14,13,"NO",NA,NA,"NO",135,"NO"
"1697","Sheep_River_Dawson","15",1,"f3",6,5,16,14,"NO",NA,NA,"NO",135,"NO"
"1698","Sheep_River_Dawson","15",1,"f5",8,7,16,14,"NO",NA,NA,"NO",135,"NO"
"1699","Sheep_River_Dawson","15",1,"f7",7,6,16,14,"NO",NA,NA,"NO",135,"NO"
"1700","Sheep_River_Dawson","15",1,"f9",7,6,16,14,"NO",NA,NA,"NO",135,"NO"
"1701","Sheep_River_Dawson","15",2,"b3",NA,NA,NA,NA,NA,6,5,NA,135,"NO"
"1702","Sheep_River_Dawson","15",2,"b5",NA,NA,NA,NA,NA,6,5,NA,135,"NO"
"1703","Sheep_River_Dawson","15",2,"b7",7,6,16,14,"NO",NA,NA,"NO",135,"NO"
"1704","Sheep_River_Dawson","15",2,"b9",6,5,14,13,"NO",NA,NA,"NO",135,"NO"
"1705","Sheep_River_Dawson","15",2,"c10",5,4,14,13,"NO",NA,NA,"NO",135,"NO"
"1706","Sheep_River_Dawson","15",2,"c4",NA,NA,NA,NA,NA,6,5,NA,135,"NO"
"1707","Sheep_River_Dawson","15",2,"c6",5,4,16,14,"NO",NA,NA,"NO",135,"NO"
"1708","Sheep_River_Dawson","15",2,"c8",7,6,NA,NA,NA,12,11,NA,135,"NO"
"1709","Sheep_River_Dawson","15",2,"d3",7,6,16,14,"NO",NA,NA,"NO",135,"NO"
"1710","Sheep_River_Dawson","15",2,"d5",NA,NA,22,20,"YES",NA,NA,"NO",135,"NO"
"1711","Sheep_River_Dawson","15",2,"d7",7,6,16,14,"NO",NA,NA,"NO",135,"NO"
"1712","Sheep_River_Dawson","15",2,"d9",6,5,16,14,"NO",NA,NA,"NO",135,"NO"
"1713","Sheep_River_Dawson","15",2,"e10",5,4,13,12,"NO",NA,NA,"NO",135,"NO"
"1714","Sheep_River_Dawson","15",2,"e4",7,6,16,14,"NO",NA,NA,"NO",135,"NO"
"1715","Sheep_River_Dawson","15",2,"e6",5,4,16,14,"NO",NA,NA,"NO",135,"NO"
"1716","Sheep_River_Dawson","15",2,"e8",7,6,16,14,"NO",NA,NA,"NO",135,"NO"
"1717","Sheep_River_Dawson","15",2,"f3",6,5,16,14,"NO",NA,NA,"NO",135,"NO"
"1718","Sheep_River_Dawson","15",2,"f5",7,6,16,14,"NO",NA,NA,"NO",135,"NO"
"1719","Sheep_River_Dawson","15",2,"f7",5,4,16,14,"NO",NA,NA,"NO",135,"NO"
"1720","Sheep_River_Dawson","15",2,"f9",7,6,16,14,"NO",NA,NA,"NO",135,"NO"
"1721","Sheep_River_Dawson","20",1,"b3",7,6,13,12,"NO",NA,NA,"NO",134,"NO"
"1722","Sheep_River_Dawson","20",1,"b5",5,4,11,10,"NO",NA,NA,"NO",134,"NO"
"1723","Sheep_River_Dawson","20",1,"b7",8,7,13,12,"NO",NA,NA,"YES",134,"NO"
"1724","Sheep_River_Dawson","20",1,"b9",5,4,9,8,"NO",NA,NA,"NO",134,"NO"
"1725","Sheep_River_Dawson","20",1,"c10",NA,NA,27,25,"YES",NA,NA,"NO",134,"NO"
"1726","Sheep_River_Dawson","20",1,"c4",5,4,9,8,"NO",NA,NA,"NO",134,"NO"
"1727","Sheep_River_Dawson","20",1,"c6",6,5,10,9,"NO",NA,NA,"NO",134,"NO"
"1728","Sheep_River_Dawson","20",1,"c8",6,5,9,8,"NO",NA,NA,"NO",134,"NO"
"1729","Sheep_River_Dawson","20",1,"d3",6,5,9,8,"NO",NA,NA,"NO",134,"NO"
"1730","Sheep_River_Dawson","20",1,"d5",5,4,9,8,"NO",NA,NA,"NO",134,"NO"
"1731","Sheep_River_Dawson","20",1,"d7",5,4,10,9,"NO",NA,NA,"NO",134,"NO"
"1732","Sheep_River_Dawson","20",1,"d9",5,4,10,9,"NO",NA,NA,"NO",134,"NO"
"1733","Sheep_River_Dawson","20",1,"e10",6,5,10,9,"NO",NA,NA,"NO",134,"NO"
"1734","Sheep_River_Dawson","20",1,"e4",6,5,11,10,"NO",NA,NA,"NO",134,"NO"
"1735","Sheep_River_Dawson","20",1,"e6",6,5,9,8,"NO",NA,NA,"NO",134,"NO"
"1736","Sheep_River_Dawson","20",1,"e8",6,5,12,11,"NO",NA,NA,"NO",134,"NO"
"1737","Sheep_River_Dawson","20",1,"f3",6,5,12,11,"NO",NA,NA,"NO",134,"NO"
"1738","Sheep_River_Dawson","20",1,"f5",NA,NA,NA,NA,NA,3,2,NA,134,"NO"
"1739","Sheep_River_Dawson","20",1,"f7",6,5,11,10,"NO",NA,NA,"NO",134,"NO"
"1740","Sheep_River_Dawson","20",1,"f9",5,4,12,11,"NO",NA,NA,"YES",134,"NO"
"1741","Sheep_River_Dawson","20",2,"b3",7,6,12,11,"NO",NA,NA,"NO",134,"NO"
"1742","Sheep_River_Dawson","20",2,"b5",6,5,12,11,"NO",NA,NA,"NO",134,"NO"
"1743","Sheep_River_Dawson","20",2,"b7",9,8,12,11,"NO",NA,NA,"NO",134,"NO"
"1744","Sheep_River_Dawson","20",2,"b9",NA,NA,NA,NA,NA,3,2,NA,134,"NO"
"1745","Sheep_River_Dawson","20",2,"c10",6,5,12,11,"NO",NA,NA,"NO",134,"NO"
"1746","Sheep_River_Dawson","20",2,"c4",6,5,9,8,"NO",NA,NA,"NO",134,"NO"
"1747","Sheep_River_Dawson","20",2,"c6",6,5,11,10,"NO",NA,NA,"NO",134,"NO"
"1748","Sheep_River_Dawson","20",2,"c8",6,5,12,11,"NO",NA,NA,"NO",134,"NO"
"1749","Sheep_River_Dawson","20",2,"d3",5,4,9,8,"NO",NA,NA,"NO",134,"NO"
"1750","Sheep_River_Dawson","20",2,"d5",6,5,12,11,"NO",NA,NA,"NO",134,"NO"
"1751","Sheep_River_Dawson","20",2,"d7",6,5,10,9,"NO",NA,NA,"NO",134,"NO"
"1752","Sheep_River_Dawson","20",2,"d9",6,5,11,10,"NO",NA,NA,"NO",134,"NO"
"1753","Sheep_River_Dawson","20",2,"e10",6,5,10,9,"NO",NA,NA,"NO",134,"NO"
"1754","Sheep_River_Dawson","20",2,"e4",6,5,10,9,"NO",NA,NA,"NO",134,"NO"
"1755","Sheep_River_Dawson","20",2,"e6",NA,NA,17,15,"YES",NA,NA,"NO",134,"NO"
"1756","Sheep_River_Dawson","20",2,"e8",5,4,12,11,"NO",NA,NA,"NO",134,"NO"
"1757","Sheep_River_Dawson","20",2,"f3",5,4,9,8,"NO",NA,NA,"NO",134,"NO"
"1758","Sheep_River_Dawson","20",2,"f5",6,5,10,9,"NO",NA,NA,"NO",134,"NO"
"1759","Sheep_River_Dawson","20",2,"f7",6,5,11,10,"NO",NA,NA,"NO",134,"NO"
"1760","Sheep_River_Dawson","20",2,"f9",6,5,12,11,"NO",NA,NA,"NO",134,"NO"
"1761","Sheep_River_Dawson","25",1,"b3",4,3,10,9,"NO",NA,NA,"NO",135,"NO"
"1762","Sheep_River_Dawson","25",1,"b5",3,2,10,9,"NO",NA,NA,"NO",135,"NO"
"1763","Sheep_River_Dawson","25",1,"b7",3,2,9,8,"NO",NA,NA,"NO",135,"NO"
"1764","Sheep_River_Dawson","25",1,"b9",4,3,12,11,"NO",NA,NA,"NO",135,"NO"
"1765","Sheep_River_Dawson","25",1,"c10",3,2,10,9,"NO",NA,NA,"NO",135,"NO"
"1766","Sheep_River_Dawson","25",1,"c4",3,2,10,9,"NO",NA,NA,"NO",135,"NO"
"1767","Sheep_River_Dawson","25",1,"c6",3,2,9,8,"NO",NA,NA,"NO",135,"NO"
"1768","Sheep_River_Dawson","25",1,"c8",NA,NA,18,16,"YES",NA,NA,"NO",135,"NO"
"1769","Sheep_River_Dawson","25",1,"d3",3,2,8,7,"NO",NA,NA,"NO",135,"NO"
"1770","Sheep_River_Dawson","25",1,"d5",3,2,9,8,"NO",NA,NA,"NO",135,"NO"
"1771","Sheep_River_Dawson","25",1,"d7",3,2,8,7,"NO",NA,NA,"NO",135,"NO"
"1772","Sheep_River_Dawson","25",1,"d9",5,4,10,9,"NO",NA,NA,"NO",135,"NO"
"1773","Sheep_River_Dawson","25",1,"e10",6,5,12,11,"NO",NA,NA,"NO",135,"NO"
"1774","Sheep_River_Dawson","25",1,"e4",16,14,NA,NA,NA,22,20,NA,135,"NO"
"1775","Sheep_River_Dawson","25",1,"e6",4,3,9,8,"NO",NA,NA,"NO",135,"NO"
"1776","Sheep_River_Dawson","25",1,"e8",4,3,7,6,"NO",NA,NA,"NO",135,"NO"
"1777","Sheep_River_Dawson","25",1,"f3",4,3,9,8,"NO",NA,NA,"YES",135,"NO"
"1778","Sheep_River_Dawson","25",1,"f5",3,2,8,7,"NO",NA,NA,"NO",135,"NO"
"1779","Sheep_River_Dawson","25",1,"f7",6,5,11,10,"NO",NA,NA,"NO",135,"NO"
"1780","Sheep_River_Dawson","25",1,"f9",3,2,8,7,"NO",NA,NA,"NO",135,"NO"
"1781","Sheep_River_Dawson","25",2,"b3",6,5,11,10,"NO",NA,NA,"NO",135,"NO"
"1782","Sheep_River_Dawson","25",2,"b5",5,4,11,10,"NO",NA,NA,"NO",135,"NO"
"1783","Sheep_River_Dawson","25",2,"b7",6,5,10,9,"NO",NA,NA,"NO",135,"NO"
"1784","Sheep_River_Dawson","25",2,"b9",NA,NA,NA,NA,NA,2,1,NA,135,"NO"
"1785","Sheep_River_Dawson","25",2,"c10",4,3,8,7,"NO",NA,NA,"NO",135,"NO"
"1786","Sheep_River_Dawson","25",2,"c4",5,4,9,8,"NO",NA,NA,"NO",135,"NO"
"1787","Sheep_River_Dawson","25",2,"c6",3,2,8,7,"NO",NA,NA,"NO",135,"NO"
"1788","Sheep_River_Dawson","25",2,"c8",5,4,9,8,"NO",NA,NA,"NO",135,"NO"
"1789","Sheep_River_Dawson","25",2,"d3",4,3,7,6,"NO",NA,NA,"NO",135,"NO"
"1790","Sheep_River_Dawson","25",2,"d5",4,3,8,7,"NO",NA,NA,"NO",135,"NO"
"1791","Sheep_River_Dawson","25",2,"d7",4,3,8,7,"NO",NA,NA,"NO",135,"NO"
"1792","Sheep_River_Dawson","25",2,"d9",4,3,9,8,"NO",NA,NA,"NO",135,"NO"
"1793","Sheep_River_Dawson","25",2,"e10",5,4,12,11,"NO",NA,NA,"NO",135,"NO"
"1794","Sheep_River_Dawson","25",2,"e4",4,3,7,6,"NO",NA,NA,"NO",135,"NO"
"1795","Sheep_River_Dawson","25",2,"e6",8,7,14,13,"NO",NA,NA,"NO",135,"NO"
"1796","Sheep_River_Dawson","25",2,"e8",4,3,8,7,"NO",NA,NA,"NO",135,"NO"
"1797","Sheep_River_Dawson","25",2,"f3",5,4,10,9,"NO",NA,NA,"NO",135,"NO"
"1798","Sheep_River_Dawson","25",2,"f5",3,2,8,7,"NO",NA,NA,"NO",135,"NO"
"1799","Sheep_River_Dawson","25",2,"f7",3,2,6,5,"NO",NA,NA,"NO",135,"NO"
"1800","Sheep_River_Dawson","25",2,"f9",5,4,9,8,"NO",NA,NA,"NO",135,"NO"
"1801","Sheep_River_Dawson","30",1,"b3",NA,NA,NA,NA,NA,3,2,NA,135,"NO"
"1802","Sheep_River_Dawson","30",1,"b5",3,2,6,5,"NO",NA,NA,"NO",135,"NO"
"1803","Sheep_River_Dawson","30",1,"b7",NA,NA,NA,NA,NA,3,2,NA,135,"NO"
"1804","Sheep_River_Dawson","30",1,"b9",4,3,7,6,"NO",NA,NA,"NO",135,"NO"
"1805","Sheep_River_Dawson","30",1,"c10",4,3,8,7,"NO",NA,NA,"NO",135,"NO"
"1806","Sheep_River_Dawson","30",1,"c4",3,2,6,5,"NO",NA,NA,"NO",135,"NO"
"1807","Sheep_River_Dawson","30",1,"c6",NA,NA,18,16,"YES",NA,NA,"NO",135,"NO"
"1808","Sheep_River_Dawson","30",1,"c8",4,3,7,6,"NO",NA,NA,"NO",135,"NO"
"1809","Sheep_River_Dawson","30",1,"d3",4,3,7,6,"NO",NA,NA,"NO",135,"NO"
"1810","Sheep_River_Dawson","30",1,"d5",6,5,8,7,"NO",NA,NA,"NO",135,"NO"
"1811","Sheep_River_Dawson","30",1,"d7",NA,NA,40,38,"YES",NA,NA,"NO",135,"NO"
"1812","Sheep_River_Dawson","30",1,"d9",NA,NA,22,20,"YES",NA,NA,"NO",135,"NO"
"1813","Sheep_River_Dawson","30",1,"e10",3,2,6,5,"NO",NA,NA,"NO",135,"NO"
"1814","Sheep_River_Dawson","30",1,"e4",NA,NA,NA,NA,NA,2,1,NA,135,"NO"
"1815","Sheep_River_Dawson","30",1,"e6",NA,NA,NA,NA,NA,6,5,NA,135,"NO"
"1816","Sheep_River_Dawson","30",1,"e8",3,2,8,7,"NO",NA,NA,"NO",135,"NO"
"1817","Sheep_River_Dawson","30",1,"f3",4,3,9,8,"NO",NA,NA,"NO",135,"NO"
"1818","Sheep_River_Dawson","30",1,"f5",4,3,6,5,"NO",NA,NA,"NO",135,"NO"
"1819","Sheep_River_Dawson","30",1,"f7",5,4,7,6,"NO",NA,NA,"NO",135,"NO"
"1820","Sheep_River_Dawson","30",1,"f9",4,3,7,6,"NO",NA,NA,"NO",135,"NO"
"1821","Sheep_River_Dawson","30",2,"b3",4,3,7,6,"NO",NA,NA,"NO",135,"NO"
"1822","Sheep_River_Dawson","30",2,"b5",7,6,12,11,"NO",NA,NA,"NO",135,"NO"
"1823","Sheep_River_Dawson","30",2,"b7",5,4,10,9,"NO",NA,NA,"NO",135,"NO"
"1824","Sheep_River_Dawson","30",2,"b9",3,2,7,6,"NO",NA,NA,"NO",135,"NO"
"1825","Sheep_River_Dawson","30",2,"c10",NA,NA,NA,NA,NA,3,2,NA,135,"NO"
"1826","Sheep_River_Dawson","30",2,"c4",4,3,7,6,"NO",NA,NA,"NO",135,"NO"
"1827","Sheep_River_Dawson","30",2,"c6",2,1,6,5,"NO",NA,NA,"NO",135,"NO"
"1828","Sheep_River_Dawson","30",2,"c8",NA,NA,8,7,"YES",NA,NA,"NO",135,"NO"
"1829","Sheep_River_Dawson","30",2,"d3",2,1,7,6,"NO",NA,NA,"NO",135,"NO"
"1830","Sheep_River_Dawson","30",2,"d5",3,2,7,6,"NO",NA,NA,"NO",135,"NO"
"1831","Sheep_River_Dawson","30",2,"d7",NA,NA,NA,NA,NA,4,3,NA,135,"NO"
"1832","Sheep_River_Dawson","30",2,"d9",4,3,NA,NA,NA,5,4,NA,135,"NO"
"1833","Sheep_River_Dawson","30",2,"e10",3,2,7,6,"NO",NA,NA,"NO",135,"NO"
"1834","Sheep_River_Dawson","30",2,"e4",NA,NA,NA,NA,NA,14,13,NA,135,"NO"
"1835","Sheep_River_Dawson","30",2,"e6",3,2,7,6,"NO",NA,NA,"NO",135,"NO"
"1836","Sheep_River_Dawson","30",2,"e8",NA,NA,26,24,"YES",NA,NA,"YES",135,"NO"
"1837","Sheep_River_Dawson","30",2,"f3",6,5,9,8,"NO",NA,NA,"NO",135,"NO"
"1838","Sheep_River_Dawson","30",2,"f5",NA,NA,NA,NA,NA,12,11,NA,135,"NO"
"1839","Sheep_River_Dawson","30",2,"f7",NA,NA,NA,NA,NA,12,11,NA,135,"NO"
"1840","Sheep_River_Dawson","30",2,"f9",NA,NA,14,13,"YES",NA,NA,"NO",135,"NO"
"1841","Sheep_River_Dawson","33",1,"b3",4,3,7,6,"NO",NA,NA,"NO",135,"NO"
"1842","Sheep_River_Dawson","33",1,"b5",NA,NA,30,28,"YES",NA,NA,"NO",135,"NO"
"1843","Sheep_River_Dawson","33",1,"b7",4,3,7,6,"NO",NA,NA,"NO",135,"NO"
"1844","Sheep_River_Dawson","33",1,"b9",5,4,7,6,"NO",NA,NA,"NO",135,"NO"
"1845","Sheep_River_Dawson","33",1,"c10",2,1,5,4,"NO",NA,NA,"NO",135,"NO"
"1846","Sheep_River_Dawson","33",1,"c4",3,2,NA,NA,NA,6,5,NA,135,"NO"
"1847","Sheep_River_Dawson","33",1,"c6",NA,NA,NA,NA,NA,8,7,NA,135,"NO"
"1848","Sheep_River_Dawson","33",1,"c8",NA,NA,NA,NA,NA,12,11,NA,135,"NO"
"1849","Sheep_River_Dawson","33",1,"d3",3,2,6,5,"NO",NA,NA,"NO",135,"NO"
"1850","Sheep_River_Dawson","33",1,"d5",5,4,8,7,"NO",NA,NA,"NO",135,"NO"
"1851","Sheep_River_Dawson","33",1,"d7",NA,NA,NA,NA,NA,6,5,NA,135,"NO"
"1852","Sheep_River_Dawson","33",1,"d9",4,3,6,5,"NO",NA,NA,"NO",135,"NO"
"1853","Sheep_River_Dawson","33",1,"e10",NA,NA,20,18,"YES",NA,NA,"NO",135,"NO"
"1854","Sheep_River_Dawson","33",1,"e4",5,4,8,7,"NO",NA,NA,"NO",135,"NO"
"1855","Sheep_River_Dawson","33",1,"e6",NA,NA,12,11,"YES",NA,NA,"YES",135,"NO"
"1856","Sheep_River_Dawson","33",1,"e8",NA,NA,NA,NA,NA,3,2,NA,135,"NO"
"1857","Sheep_River_Dawson","33",1,"f3",3,2,7,6,"NO",NA,NA,"NO",135,"NO"
"1858","Sheep_River_Dawson","33",1,"f5",4,3,7,6,"NO",NA,NA,"NO",135,"NO"
"1859","Sheep_River_Dawson","33",1,"f7",3,2,6,5,"NO",NA,NA,"NO",135,"NO"
"1860","Sheep_River_Dawson","33",1,"f9",3,2,6,5,"NO",NA,NA,"NO",135,"NO"
"1861","Sheep_River_Dawson","33",2,"b3",4,3,NA,NA,NA,8,7,NA,135,"NO"
"1862","Sheep_River_Dawson","33",2,"b5",NA,NA,9,8,"YES",NA,NA,"NO",135,"NO"
"1863","Sheep_River_Dawson","33",2,"b7",7,6,10,9,"NO",NA,NA,"NO",135,"NO"
"1864","Sheep_River_Dawson","33",2,"b9",3,2,7,6,"NO",NA,NA,"NO",135,"NO"
"1865","Sheep_River_Dawson","33",2,"c10",5,4,8,7,"NO",NA,NA,"NO",135,"NO"
"1866","Sheep_River_Dawson","33",2,"c4",3,2,6,5,"NO",NA,NA,"NO",135,"NO"
